timestamp,channel,sensor,value
2017-07-18T05:00:00Z,demand,Node_1,-4539.6
2017-07-18T05:00:00Z,demand,Node_10,126.0
2017-07-18T05:00:00Z,demand,Node_11,93.6
2017-07-18T05:00:00Z,demand,Node_12,147.6
2017-07-18T05:00:00Z,demand,Node_13,226.8
2017-07-18T05:00:00Z,demand,Node_14,169.2
2017-07-18T05:00:00Z,demand,Node_15,64.8
2017-07-18T05:00:00Z,demand,Node_16,75.6
2017-07-18T05:00:00Z,demand,Node_17,216.0
2017-07-18T05:00:00Z,demand,Node_18,255.6
2017-07-18T05:00:00Z,demand,Node_19,14.4
2017-07-18T05:00:00Z,demand,Node_2,169.2
2017-07-18T05:00:00Z,demand,Node_20,262.8
2017-07-18T05:00:00Z,demand,Node_21,176.4
2017-07-18T05:00:00Z,demand,Node_22,93.6
2017-07-18T05:00:00Z,demand,Node_23,259.2
2017-07-18T05:00:00Z,demand,Node_24,201.6
2017-07-18T05:00:00Z,demand,Node_25,39.6
2017-07-18T05:00:00Z,demand,Node_26,194.4
2017-07-18T05:00:00Z,demand,Node_27,82.8
2017-07-18T05:00:00Z,demand,Node_28,68.4
2017-07-18T05:00:00Z,demand,Node_29,82.8
2017-07-18T05:00:00Z,demand,Node_3,212.4
2017-07-18T05:00:00Z,demand,Node_30,75.6
2017-07-18T05:00:00Z,demand,Node_31,28.8
2017-07-18T05:00:00Z,demand,Node_32,162.0
2017-07-18T05:00:00Z,demand,Node_4,25.2
2017-07-18T05:00:00Z,demand,Node_5,154.8
2017-07-18T05:00:00Z,demand,Node_6,201.6
2017-07-18T05:00:00Z,demand,Node_7,367.2
2017-07-18T05:00:00Z,demand,Node_8,169.2
2017-07-18T05:00:00Z,demand,Node_9,122.4
2017-07-18T05:00:00Z,flow,Link_1,4539.6
2017-07-18T05:00:00Z,flow,Link_10,471.6
2017-07-18T05:00:00Z,flow,Link_11,374.4
2017-07-18T05:00:00Z,flow,Link_12,226.8
2017-07-18T05:00:00Z,flow,Link_13,226.8
2017-07-18T05:00:00Z,flow,Link_14,57.6
2017-07-18T05:00:00Z,flow,Link_15,-10.8
2017-07-18T05:00:00Z,flow,Link_16,126.0
2017-07-18T05:00:00Z,flow,Link_17,-342.0
2017-07-18T05:00:00Z,flow,Link_18,-594.0
2017-07-18T05:00:00Z,flow,Link_19,-608.4
2017-07-18T05:00:00Z,flow,Link_2,4370.4
2017-07-18T05:00:00Z,flow,Link_20,1688.4
2017-07-18T05:00:00Z,flow,Link_21,270.0
2017-07-18T05:00:00Z,flow,Link_22,93.6
2017-07-18T05:00:00Z,flow,Link_23,1152.0
2017-07-18T05:00:00Z,flow,Link_24,763.2
2017-07-18T05:00:00Z,flow,Link_25,561.6
2017-07-18T05:00:00Z,flow,Link_26,-237.6
2017-07-18T05:00:00Z,flow,Link_27,-43.2
2017-07-18T05:00:00Z,flow,Link_28,39.6
2017-07-18T05:00:00Z,flow,Link_29,133.2
2017-07-18T05:00:00Z,flow,Link_3,1861.2
2017-07-18T05:00:00Z,flow,Link_30,64.8
2017-07-18T05:00:00Z,flow,Link_31,-18.0
2017-07-18T05:00:00Z,flow,Link_32,-93.6
2017-07-18T05:00:00Z,flow,Link_33,122.4
2017-07-18T05:00:00Z,flow,Link_34,284.4
2017-07-18T05:00:00Z,flow,Link_4,1832.4
2017-07-18T05:00:00Z,flow,Link_5,1681.2
2017-07-18T05:00:00Z,flow,Link_6,1479.6
2017-07-18T05:00:00Z,flow,Link_7,1112.4
2017-07-18T05:00:00Z,flow,Link_8,943.2
2017-07-18T05:00:00Z,flow,Link_9,820.8
2017-07-18T05:00:00Z,leak_demand,Leak_17,453.6
2017-07-18T05:00:00Z,leak_demand,Leak_21,0.0
2017-07-18T05:00:00Z,pressure,Node_1,0.0
2017-07-18T05:00:00Z,pressure,Node_10,64.251
2017-07-18T05:00:00Z,pressure,Node_11,64.129
2017-07-18T05:00:00Z,pressure,Node_12,64.085
2017-07-18T05:00:00Z,pressure,Node_13,63.546
2017-07-18T05:00:00Z,pressure,Node_14,62.883
2017-07-18T05:00:00Z,pressure,Node_15,62.868
2017-07-18T05:00:00Z,pressure,Node_16,62.87
2017-07-18T05:00:00Z,pressure,Node_17,63.584
2017-07-18T05:00:00Z,pressure,Node_18,65.268
2017-07-18T05:00:00Z,pressure,Node_19,65.829
2017-07-18T05:00:00Z,pressure,Node_2,69.885
2017-07-18T05:00:00Z,pressure,Node_20,64.021
2017-07-18T05:00:00Z,pressure,Node_21,63.414
2017-07-18T05:00:00Z,pressure,Node_22,63.088
2017-07-18T05:00:00Z,pressure,Node_23,63.756
2017-07-18T05:00:00Z,pressure,Node_24,63.426
2017-07-18T05:00:00Z,pressure,Node_25,63.308
2017-07-18T05:00:00Z,pressure,Node_26,62.864
2017-07-18T05:00:00Z,pressure,Node_27,62.781
2017-07-18T05:00:00Z,pressure,Node_28,63.239
2017-07-18T05:00:00Z,pressure,Node_29,62.911
2017-07-18T05:00:00Z,pressure,Node_3,66.214
2017-07-18T05:00:00Z,pressure,Node_30,62.929
2017-07-18T05:00:00Z,pressure,Node_31,63.026
2017-07-18T05:00:00Z,pressure,Node_32,63.144
2017-07-18T05:00:00Z,pressure,Node_4,65.379
2017-07-18T05:00:00Z,pressure,Node_5,64.956
2017-07-18T05:00:00Z,pressure,Node_6,64.599
2017-07-18T05:00:00Z,pressure,Node_7,64.542
2017-07-18T05:00:00Z,pressure,Node_8,64.421
2017-07-18T05:00:00Z,pressure,Node_9,64.381
