timestamp,channel,sensor,value
2017-12-22T09:30:00Z,demand,Node_1,-5868.0
2017-12-22T09:30:00Z,demand,Node_10,180.0
2017-12-22T09:30:00Z,demand,Node_11,154.8
2017-12-22T09:30:00Z,demand,Node_12,140.4
2017-12-22T09:30:00Z,demand,Node_13,219.6
2017-12-22T09:30:00Z,demand,Node_14,190.8
2017-12-22T09:30:00Z,demand,Node_15,93.6
2017-12-22T09:30:00Z,demand,Node_16,86.4
2017-12-22T09:30:00Z,demand,Node_17,280.8
2017-12-22T09:30:00Z,demand,Node_18,374.4
2017-12-22T09:30:00Z,demand,Node_19,18.0
2017-12-22T09:30:00Z,demand,Node_2,237.6
2017-12-22T09:30:00Z,demand,Node_20,392.4
2017-12-22T09:30:00Z,demand,Node_21,291.6
2017-12-22T09:30:00Z,demand,Node_22,129.6
2017-12-22T09:30:00Z,demand,Node_23,270.0
2017-12-22T09:30:00Z,demand,Node_24,273.6
2017-12-22T09:30:00Z,demand,Node_25,46.8
2017-12-22T09:30:00Z,demand,Node_26,295.2
2017-12-22T09:30:00Z,demand,Node_27,104.4
2017-12-22T09:30:00Z,demand,Node_28,75.6
2017-12-22T09:30:00Z,demand,Node_29,111.6
2017-12-22T09:30:00Z,demand,Node_3,252.0
2017-12-22T09:30:00Z,demand,Node_30,122.4
2017-12-22T09:30:00Z,demand,Node_31,32.4
2017-12-22T09:30:00Z,demand,Node_32,212.4
2017-12-22T09:30:00Z,demand,Node_4,39.6
2017-12-22T09:30:00Z,demand,Node_5,237.6
2017-12-22T09:30:00Z,demand,Node_6,270.0
2017-12-22T09:30:00Z,demand,Node_7,360.0
2017-12-22T09:30:00Z,demand,Node_8,187.2
2017-12-22T09:30:00Z,demand,Node_9,176.4
2017-12-22T09:30:00Z,flow,Link_1,5868.0
2017-12-22T09:30:00Z,flow,Link_10,518.4
2017-12-22T09:30:00Z,flow,Link_11,363.6
2017-12-22T09:30:00Z,flow,Link_12,219.6
2017-12-22T09:30:00Z,flow,Link_13,234.0
2017-12-22T09:30:00Z,flow,Link_14,43.2
2017-12-22T09:30:00Z,flow,Link_15,-50.4
2017-12-22T09:30:00Z,flow,Link_16,169.2
2017-12-22T09:30:00Z,flow,Link_17,-453.6
2017-12-22T09:30:00Z,flow,Link_18,-828.0
2017-12-22T09:30:00Z,flow,Link_19,-846.0
2017-12-22T09:30:00Z,flow,Link_2,5630.4
2017-12-22T09:30:00Z,flow,Link_20,2332.8
2017-12-22T09:30:00Z,flow,Link_21,421.2
2017-12-22T09:30:00Z,flow,Link_22,129.6
2017-12-22T09:30:00Z,flow,Link_23,1515.6
2017-12-22T09:30:00Z,flow,Link_24,1033.2
2017-12-22T09:30:00Z,flow,Link_25,759.6
2017-12-22T09:30:00Z,flow,Link_26,-370.8
2017-12-22T09:30:00Z,flow,Link_27,-72.0
2017-12-22T09:30:00Z,flow,Link_28,32.4
2017-12-22T09:30:00Z,flow,Link_29,212.4
2017-12-22T09:30:00Z,flow,Link_3,2199.6
2017-12-22T09:30:00Z,flow,Link_30,140.4
2017-12-22T09:30:00Z,flow,Link_31,25.2
2017-12-22T09:30:00Z,flow,Link_32,-97.2
2017-12-22T09:30:00Z,flow,Link_33,129.6
2017-12-22T09:30:00Z,flow,Link_34,338.4
2017-12-22T09:30:00Z,flow,Link_4,2160.0
2017-12-22T09:30:00Z,flow,Link_5,1922.4
2017-12-22T09:30:00Z,flow,Link_6,1652.4
2017-12-22T09:30:00Z,flow,Link_7,1292.4
2017-12-22T09:30:00Z,flow,Link_8,1105.2
2017-12-22T09:30:00Z,flow,Link_9,928.8
2017-12-22T09:30:00Z,pressure,Node_1,0.0
2017-12-22T09:30:00Z,pressure,Node_10,63.456
2017-12-22T09:30:00Z,pressure,Node_11,63.258
2017-12-22T09:30:00Z,pressure,Node_12,63.1
2017-12-22T09:30:00Z,pressure,Node_13,62.9
2017-12-22T09:30:00Z,pressure,Node_14,62.688
2017-12-22T09:30:00Z,pressure,Node_15,62.673
2017-12-22T09:30:00Z,pressure,Node_16,62.773
2017-12-22T09:30:00Z,pressure,Node_17,63.199
2017-12-22T09:30:00Z,pressure,Node_18,64.012
2017-12-22T09:30:00Z,pressure,Node_19,65.464
2017-12-22T09:30:00Z,pressure,Node_2,69.655
2017-12-22T09:30:00Z,pressure,Node_20,64.643
2017-12-22T09:30:00Z,pressure,Node_21,64.045
2017-12-22T09:30:00Z,pressure,Node_22,63.631
2017-12-22T09:30:00Z,pressure,Node_23,63.686
2017-12-22T09:30:00Z,pressure,Node_24,63.288
2017-12-22T09:30:00Z,pressure,Node_25,63.139
2017-12-22T09:30:00Z,pressure,Node_26,62.874
2017-12-22T09:30:00Z,pressure,Node_27,62.738
2017-12-22T09:30:00Z,pressure,Node_28,62.929
2017-12-22T09:30:00Z,pressure,Node_29,62.146
2017-12-22T09:30:00Z,pressure,Node_3,65.686
2017-12-22T09:30:00Z,pressure,Node_30,62.079
2017-12-22T09:30:00Z,pressure,Node_31,62.178
2017-12-22T09:30:00Z,pressure,Node_32,62.423
2017-12-22T09:30:00Z,pressure,Node_4,65.132
2017-12-22T09:30:00Z,pressure,Node_5,64.327
2017-12-22T09:30:00Z,pressure,Node_6,63.999
2017-12-22T09:30:00Z,pressure,Node_7,63.804
2017-12-22T09:30:00Z,pressure,Node_8,63.634
2017-12-22T09:30:00Z,pressure,Node_9,63.549
