timestamp,channel,sensor,value
2017-03-15T22:00:00Z,demand,Node_1,-6382.8
2017-03-15T22:00:00Z,demand,Node_10,187.2
2017-03-15T22:00:00Z,demand,Node_11,180.0
2017-03-15T22:00:00Z,demand,Node_12,165.6
2017-03-15T22:00:00Z,demand,Node_13,298.8
2017-03-15T22:00:00Z,demand,Node_14,187.2
2017-03-15T22:00:00Z,demand,Node_15,86.4
2017-03-15T22:00:00Z,demand,Node_16,97.2
2017-03-15T22:00:00Z,demand,Node_17,280.8
2017-03-15T22:00:00Z,demand,Node_18,424.8
2017-03-15T22:00:00Z,demand,Node_19,18.0
2017-03-15T22:00:00Z,demand,Node_2,291.6
2017-03-15T22:00:00Z,demand,Node_20,442.8
2017-03-15T22:00:00Z,demand,Node_21,309.6
2017-03-15T22:00:00Z,demand,Node_22,136.8
2017-03-15T22:00:00Z,demand,Node_23,338.4
2017-03-15T22:00:00Z,demand,Node_24,280.8
2017-03-15T22:00:00Z,demand,Node_25,54.0
2017-03-15T22:00:00Z,demand,Node_26,316.8
2017-03-15T22:00:00Z,demand,Node_27,126.0
2017-03-15T22:00:00Z,demand,Node_28,100.8
2017-03-15T22:00:00Z,demand,Node_29,115.2
2017-03-15T22:00:00Z,demand,Node_3,266.4
2017-03-15T22:00:00Z,demand,Node_30,97.2
2017-03-15T22:00:00Z,demand,Node_31,28.8
2017-03-15T22:00:00Z,demand,Node_32,262.8
2017-03-15T22:00:00Z,demand,Node_4,43.2
2017-03-15T22:00:00Z,demand,Node_5,259.2
2017-03-15T22:00:00Z,demand,Node_6,306.0
2017-03-15T22:00:00Z,demand,Node_7,360.0
2017-03-15T22:00:00Z,demand,Node_8,144.0
2017-03-15T22:00:00Z,demand,Node_9,172.8
2017-03-15T22:00:00Z,flow,Link_1,6382.8
2017-03-15T22:00:00Z,flow,Link_10,644.4
2017-03-15T22:00:00Z,flow,Link_11,464.4
2017-03-15T22:00:00Z,flow,Link_12,298.8
2017-03-15T22:00:00Z,flow,Link_13,237.6
2017-03-15T22:00:00Z,flow,Link_14,46.8
2017-03-15T22:00:00Z,flow,Link_15,-36.0
2017-03-15T22:00:00Z,flow,Link_16,241.2
2017-03-15T22:00:00Z,flow,Link_17,-522.0
2017-03-15T22:00:00Z,flow,Link_18,-946.8
2017-03-15T22:00:00Z,flow,Link_19,-964.8
2017-03-15T22:00:00Z,flow,Link_2,6091.2
2017-03-15T22:00:00Z,flow,Link_20,2509.2
2017-03-15T22:00:00Z,flow,Link_21,446.4
2017-03-15T22:00:00Z,flow,Link_22,136.8
2017-03-15T22:00:00Z,flow,Link_23,1616.4
2017-03-15T22:00:00Z,flow,Link_24,1026.0
2017-03-15T22:00:00Z,flow,Link_25,741.6
2017-03-15T22:00:00Z,flow,Link_26,-338.4
2017-03-15T22:00:00Z,flow,Link_27,-18.0
2017-03-15T22:00:00Z,flow,Link_28,104.4
2017-03-15T22:00:00Z,flow,Link_29,252.0
2017-03-15T22:00:00Z,flow,Link_3,2354.4
2017-03-15T22:00:00Z,flow,Link_30,154.8
2017-03-15T22:00:00Z,flow,Link_31,36.0
2017-03-15T22:00:00Z,flow,Link_32,-61.2
2017-03-15T22:00:00Z,flow,Link_33,90.0
2017-03-15T22:00:00Z,flow,Link_34,352.8
2017-03-15T22:00:00Z,flow,Link_4,2311.2
2017-03-15T22:00:00Z,flow,Link_5,2052.0
2017-03-15T22:00:00Z,flow,Link_6,1749.6
2017-03-15T22:00:00Z,flow,Link_7,1389.6
2017-03-15T22:00:00Z,flow,Link_8,1245.6
2017-03-15T22:00:00Z,flow,Link_9,1069.2
2017-03-15T22:00:00Z,pressure,Node_1,0.0
2017-03-15T22:00:00Z,pressure,Node_10,58.625
2017-03-15T22:00:00Z,pressure,Node_11,58.553
2017-03-15T22:00:00Z,pressure,Node_12,58.215
2017-03-15T22:00:00Z,pressure,Node_13,57.906
2017-03-15T22:00:00Z,pressure,Node_14,58.388
2017-03-15T22:00:00Z,pressure,Node_15,58.343
2017-03-15T22:00:00Z,pressure,Node_16,58.376
2017-03-15T22:00:00Z,pressure,Node_17,59.1
2017-03-15T22:00:00Z,pressure,Node_18,61.358
2017-03-15T22:00:00Z,pressure,Node_19,62.29
2017-03-15T22:00:00Z,pressure,Node_2,69.815
2017-03-15T22:00:00Z,pressure,Node_20,61.396
2017-03-15T22:00:00Z,pressure,Node_21,59.756
2017-03-15T22:00:00Z,pressure,Node_22,59.069
2017-03-15T22:00:00Z,pressure,Node_23,59.936
2017-03-15T22:00:00Z,pressure,Node_24,59.176
2017-03-15T22:00:00Z,pressure,Node_25,58.519
2017-03-15T22:00:00Z,pressure,Node_26,57.818
2017-03-15T22:00:00Z,pressure,Node_27,57.813
2017-03-15T22:00:00Z,pressure,Node_28,59.271
2017-03-15T22:00:00Z,pressure,Node_29,58.315
2017-03-15T22:00:00Z,pressure,Node_3,62.496
2017-03-15T22:00:00Z,pressure,Node_30,58.095
2017-03-15T22:00:00Z,pressure,Node_31,58.135
2017-03-15T22:00:00Z,pressure,Node_32,58.184
2017-03-15T22:00:00Z,pressure,Node_4,62.1
2017-03-15T22:00:00Z,pressure,Node_5,60.984
2017-03-15T22:00:00Z,pressure,Node_6,59.122
2017-03-15T22:00:00Z,pressure,Node_7,59.062
2017-03-15T22:00:00Z,pressure,Node_8,58.965
2017-03-15T22:00:00Z,pressure,Node_9,58.889
