timestamp,channel,sensor,value
2017-05-22T13:00:00Z,demand,Node_1,-6760.8
2017-05-22T13:00:00Z,demand,Node_10,172.8
2017-05-22T13:00:00Z,demand,Node_11,176.4
2017-05-22T13:00:00Z,demand,Node_12,190.8
2017-05-22T13:00:00Z,demand,Node_13,302.4
2017-05-22T13:00:00Z,demand,Node_14,223.2
2017-05-22T13:00:00Z,demand,Node_15,97.2
2017-05-22T13:00:00Z,demand,Node_16,97.2
2017-05-22T13:00:00Z,demand,Node_17,259.2
2017-05-22T13:00:00Z,demand,Node_18,511.2
2017-05-22T13:00:00Z,demand,Node_19,21.6
2017-05-22T13:00:00Z,demand,Node_2,270.0
2017-05-22T13:00:00Z,demand,Node_20,496.8
2017-05-22T13:00:00Z,demand,Node_21,334.8
2017-05-22T13:00:00Z,demand,Node_22,144.0
2017-05-22T13:00:00Z,demand,Node_23,320.4
2017-05-22T13:00:00Z,demand,Node_24,259.2
2017-05-22T13:00:00Z,demand,Node_25,50.4
2017-05-22T13:00:00Z,demand,Node_26,316.8
2017-05-22T13:00:00Z,demand,Node_27,115.2
2017-05-22T13:00:00Z,demand,Node_28,86.4
2017-05-22T13:00:00Z,demand,Node_29,133.2
2017-05-22T13:00:00Z,demand,Node_3,298.8
2017-05-22T13:00:00Z,demand,Node_30,118.8
2017-05-22T13:00:00Z,demand,Node_31,36.0
2017-05-22T13:00:00Z,demand,Node_32,234.0
2017-05-22T13:00:00Z,demand,Node_4,46.8
2017-05-22T13:00:00Z,demand,Node_5,237.6
2017-05-22T13:00:00Z,demand,Node_6,342.0
2017-05-22T13:00:00Z,demand,Node_7,493.2
2017-05-22T13:00:00Z,demand,Node_8,194.4
2017-05-22T13:00:00Z,demand,Node_9,176.4
2017-05-22T13:00:00Z,flow,Link_1,6760.8
2017-05-22T13:00:00Z,flow,Link_10,666.0
2017-05-22T13:00:00Z,flow,Link_11,493.2
2017-05-22T13:00:00Z,flow,Link_12,302.4
2017-05-22T13:00:00Z,flow,Link_13,262.8
2017-05-22T13:00:00Z,flow,Link_14,39.6
2017-05-22T13:00:00Z,flow,Link_15,-57.6
2017-05-22T13:00:00Z,flow,Link_16,248.4
2017-05-22T13:00:00Z,flow,Link_17,-507.6
2017-05-22T13:00:00Z,flow,Link_18,-1022.4
2017-05-22T13:00:00Z,flow,Link_19,-1040.4
2017-05-22T13:00:00Z,flow,Link_2,6490.8
2017-05-22T13:00:00Z,flow,Link_20,2556.0
2017-05-22T13:00:00Z,flow,Link_21,478.8
2017-05-22T13:00:00Z,flow,Link_22,144.0
2017-05-22T13:00:00Z,flow,Link_23,1584.0
2017-05-22T13:00:00Z,flow,Link_24,982.8
2017-05-22T13:00:00Z,flow,Link_25,723.6
2017-05-22T13:00:00Z,flow,Link_26,-338.4
2017-05-22T13:00:00Z,flow,Link_27,-21.6
2017-05-22T13:00:00Z,flow,Link_28,93.6
2017-05-22T13:00:00Z,flow,Link_29,277.2
2017-05-22T13:00:00Z,flow,Link_3,2592.0
2017-05-22T13:00:00Z,flow,Link_30,190.8
2017-05-22T13:00:00Z,flow,Link_31,57.6
2017-05-22T13:00:00Z,flow,Link_32,-64.8
2017-05-22T13:00:00Z,flow,Link_33,97.2
2017-05-22T13:00:00Z,flow,Link_34,331.2
2017-05-22T13:00:00Z,flow,Link_4,2545.2
2017-05-22T13:00:00Z,flow,Link_5,2307.6
2017-05-22T13:00:00Z,flow,Link_6,1965.6
2017-05-22T13:00:00Z,flow,Link_7,1472.4
2017-05-22T13:00:00Z,flow,Link_8,1281.6
2017-05-22T13:00:00Z,flow,Link_9,1101.6
2017-05-22T13:00:00Z,leak_demand,Leak_12,0.0
2017-05-22T13:00:00Z,leak_demand,Leak_28,1692.0
2017-05-22T13:00:00Z,pressure,Node_1,0.0
2017-05-22T13:00:00Z,pressure,Node_10,63.049
2017-05-22T13:00:00Z,pressure,Node_11,62.883
2017-05-22T13:00:00Z,pressure,Node_12,62.73
2017-05-22T13:00:00Z,pressure,Node_13,62.214
2017-05-22T13:00:00Z,pressure,Node_14,61.133
2017-05-22T13:00:00Z,pressure,Node_15,61.103
2017-05-22T13:00:00Z,pressure,Node_16,61.229
2017-05-22T13:00:00Z,pressure,Node_17,62.264
2017-05-22T13:00:00Z,pressure,Node_18,64.806
2017-05-22T13:00:00Z,pressure,Node_19,65.868
2017-05-22T13:00:00Z,pressure,Node_2,69.729
2017-05-22T13:00:00Z,pressure,Node_20,63.962
2017-05-22T13:00:00Z,pressure,Node_21,62.374
2017-05-22T13:00:00Z,pressure,Node_22,61.765
2017-05-22T13:00:00Z,pressure,Node_23,63.058
2017-05-22T13:00:00Z,pressure,Node_24,61.619
2017-05-22T13:00:00Z,pressure,Node_25,60.761
2017-05-22T13:00:00Z,pressure,Node_26,60.625
2017-05-22T13:00:00Z,pressure,Node_27,60.619
2017-05-22T13:00:00Z,pressure,Node_28,61.523
2017-05-22T13:00:00Z,pressure,Node_29,61.035
2017-05-22T13:00:00Z,pressure,Node_3,66.872
2017-05-22T13:00:00Z,pressure,Node_30,60.483
2017-05-22T13:00:00Z,pressure,Node_31,60.51
2017-05-22T13:00:00Z,pressure,Node_32,60.57
2017-05-22T13:00:00Z,pressure,Node_4,65.288
2017-05-22T13:00:00Z,pressure,Node_5,64.574
2017-05-22T13:00:00Z,pressure,Node_6,63.903
2017-05-22T13:00:00Z,pressure,Node_7,63.767
2017-05-22T13:00:00Z,pressure,Node_8,63.414
2017-05-22T13:00:00Z,pressure,Node_9,63.129
