timestamp,channel,sensor,value
2017-01-01T00:00:00Z,demand,Node_1,-3405.6
2017-01-01T00:00:00Z,demand,Node_10,86.4
2017-01-01T00:00:00Z,demand,Node_11,79.2
2017-01-01T00:00:00Z,demand,Node_12,100.8
2017-01-01T00:00:00Z,demand,Node_13,172.8
2017-01-01T00:00:00Z,demand,Node_14,108.0
2017-01-01T00:00:00Z,demand,Node_15,39.6
2017-01-01T00:00:00Z,demand,Node_16,43.2
2017-01-01T00:00:00Z,demand,Node_17,144.0
2017-01-01T00:00:00Z,demand,Node_18,277.2
2017-01-01T00:00:00Z,demand,Node_19,10.8
2017-01-01T00:00:00Z,demand,Node_2,147.6
2017-01-01T00:00:00Z,demand,Node_20,172.8
2017-01-01T00:00:00Z,demand,Node_21,140.4
2017-01-01T00:00:00Z,demand,Node_22,64.8
2017-01-01T00:00:00Z,demand,Node_23,151.2
2017-01-01T00:00:00Z,demand,Node_24,147.6
2017-01-01T00:00:00Z,demand,Node_25,28.8
2017-01-01T00:00:00Z,demand,Node_26,187.2
2017-01-01T00:00:00Z,demand,Node_27,61.2
2017-01-01T00:00:00Z,demand,Node_28,50.4
2017-01-01T00:00:00Z,demand,Node_29,54.0
2017-01-01T00:00:00Z,demand,Node_3,144.0
2017-01-01T00:00:00Z,demand,Node_30,64.8
2017-01-01T00:00:00Z,demand,Node_31,14.4
2017-01-01T00:00:00Z,demand,Node_32,144.0
2017-01-01T00:00:00Z,demand,Node_4,18.0
2017-01-01T00:00:00Z,demand,Node_5,144.0
2017-01-01T00:00:00Z,demand,Node_6,194.4
2017-01-01T00:00:00Z,demand,Node_7,216.0
2017-01-01T00:00:00Z,demand,Node_8,108.0
2017-01-01T00:00:00Z,demand,Node_9,86.4
2017-01-01T00:00:00Z,flow,Link_1,3405.6
2017-01-01T00:00:00Z,flow,Link_10,352.8
2017-01-01T00:00:00Z,flow,Link_11,270.0
2017-01-01T00:00:00Z,flow,Link_12,172.8
2017-01-01T00:00:00Z,flow,Link_13,190.8
2017-01-01T00:00:00Z,flow,Link_14,82.8
2017-01-01T00:00:00Z,flow,Link_15,39.6
2017-01-01T00:00:00Z,flow,Link_16,68.4
2017-01-01T00:00:00Z,flow,Link_17,-212.4
2017-01-01T00:00:00Z,flow,Link_18,-489.6
2017-01-01T00:00:00Z,flow,Link_19,-500.4
2017-01-01T00:00:00Z,flow,Link_2,3261.6
2017-01-01T00:00:00Z,flow,Link_20,1220.4
2017-01-01T00:00:00Z,flow,Link_21,205.2
2017-01-01T00:00:00Z,flow,Link_22,64.8
2017-01-01T00:00:00Z,flow,Link_23,846.0
2017-01-01T00:00:00Z,flow,Link_24,561.6
2017-01-01T00:00:00Z,flow,Link_25,414.0
2017-01-01T00:00:00Z,flow,Link_26,-187.2
2017-01-01T00:00:00Z,flow,Link_27,3.6
2017-01-01T00:00:00Z,flow,Link_28,64.8
2017-01-01T00:00:00Z,flow,Link_29,129.6
2017-01-01T00:00:00Z,flow,Link_3,1396.8
2017-01-01T00:00:00Z,flow,Link_30,79.2
2017-01-01T00:00:00Z,flow,Link_31,25.2
2017-01-01T00:00:00Z,flow,Link_32,-36.0
2017-01-01T00:00:00Z,flow,Link_33,54.0
2017-01-01T00:00:00Z,flow,Link_34,198.0
2017-01-01T00:00:00Z,flow,Link_4,1378.8
2017-01-01T00:00:00Z,flow,Link_5,1234.8
2017-01-01T00:00:00Z,flow,Link_6,1040.4
2017-01-01T00:00:00Z,flow,Link_7,824.4
2017-01-01T00:00:00Z,flow,Link_8,716.4
2017-01-01T00:00:00Z,flow,Link_9,630.0
2017-01-01T00:00:00Z,pressure,Node_1,0.0
2017-01-01T00:00:00Z,pressure,Node_10,67.015
2017-01-01T00:00:00Z,pressure,Node_11,66.945
2017-01-01T00:00:00Z,pressure,Node_12,66.908
2017-01-01T00:00:00Z,pressure,Node_13,66.734
2017-01-01T00:00:00Z,pressure,Node_14,66.791
2017-01-01T00:00:00Z,pressure,Node_15,66.749
2017-01-01T00:00:00Z,pressure,Node_16,66.684
2017-01-01T00:00:00Z,pressure,Node_17,66.988
2017-01-01T00:00:00Z,pressure,Node_18,67.27
2017-01-01T00:00:00Z,pressure,Node_19,67.601
2017-01-01T00:00:00Z,pressure,Node_2,69.901
2017-01-01T00:00:00Z,pressure,Node_20,67.204
2017-01-01T00:00:00Z,pressure,Node_21,67.024
2017-01-01T00:00:00Z,pressure,Node_22,66.899
2017-01-01T00:00:00Z,pressure,Node_23,66.976
2017-01-01T00:00:00Z,pressure,Node_24,66.811
2017-01-01T00:00:00Z,pressure,Node_25,66.675
2017-01-01T00:00:00Z,pressure,Node_26,66.517
2017-01-01T00:00:00Z,pressure,Node_27,66.517
2017-01-01T00:00:00Z,pressure,Node_28,66.692
2017-01-01T00:00:00Z,pressure,Node_29,66.519
2017-01-01T00:00:00Z,pressure,Node_3,67.775
2017-01-01T00:00:00Z,pressure,Node_30,66.422
2017-01-01T00:00:00Z,pressure,Node_31,66.433
2017-01-01T00:00:00Z,pressure,Node_32,66.458
2017-01-01T00:00:00Z,pressure,Node_4,67.538
2017-01-01T00:00:00Z,pressure,Node_5,67.356
2017-01-01T00:00:00Z,pressure,Node_6,67.209
2017-01-01T00:00:00Z,pressure,Node_7,67.162
2017-01-01T00:00:00Z,pressure,Node_8,67.106
2017-01-01T00:00:00Z,pressure,Node_9,67.056
